pmid,tier,model,design,confidence,reason,parse_error,latency_s,cost_usd,call_started_utc
40307922,haiku,claude-haiku-4-5,longitudinal,high,Explicit longitudinal design with baseline assessment and 6-month follow-up measurement of gambling outcomes.,,8.61,0.006851,2026-05-21T05:11:02.366254+00:00
40307922,opus,claude-opus-4-7,longitudinal,high,Prospective study with baseline and 6-month follow-up assessments predicting gambling initiation and spend.,,3.49,0.0909,2026-05-21T05:11:09.689840+00:00
31681510,opus,claude-opus-4-7,longitudinal,high,Before-and-after study of the same players (n=112) across two time points around loot box removal.,,3.39,0.088406,2026-05-21T05:11:13.181205+00:00
31681510,sonnet,claude-sonnet-4-6,longitudinal,high,The study measures spending behavior in the same players (n=112) at two time points: before and after loot box removal.,,8.3,0.012471,2026-05-21T05:11:10.978567+00:00
38126068,sonnet,claude-sonnet-4-6,cross_sectional,high,Pre-registered survey conducted at a single time point with 1495+1223 gamers measuring associations between variables.,,3.78,0.012422,2026-05-21T05:11:19.283542+00:00
38126068,opus,claude-opus-4-7,cross_sectional,high,Pre-registered survey of 1495 LB and 1223 nLB gamers at a single time point testing hypothesized associations.,,5.2,0.089494,2026-05-21T05:11:23.061153+00:00
33578105,haiku,claude-haiku-4-5,systematic_review,medium,Structured literature searches identified multiple open-access survey datasets aggregated for meta-analytic synthesis.,,35.33,0.021258,2026-05-21T05:10:56.965808+00:00
38126068,haiku,claude-haiku-4-5,cross_sectional,high,Pre-registered survey measuring two groups at single time point testing associations between psychological variables and loot box engagement.,,18.89,0.007485,2026-05-21T05:11:16.570184+00:00
38557083,haiku,claude-haiku-4-5,scale_validation,high,Applies item response theory to analyze adequacy and item properties of the Risky Loot Box Index instrument.,,8.08,0.006195,2026-05-21T05:11:28.266999+00:00
38557083,sonnet,claude-sonnet-4-6,scale_validation,high,"Study applies IRT (2PL model) to evaluate psychometric properties of the Risky Loot Box Index, including item discrimination and measurement invariance.",,4.75,0.012674,2026-05-21T05:11:32.296819+00:00
38557083,opus,claude-opus-4-7,scale_validation,high,"IRT psychometric analysis of the Risky Loot Box Index, assessing item properties, information function, and gender invariance.",,3.91,0.089475,2026-05-21T05:11:35.459123+00:00
32306232,sonnet,claude-sonnet-4-6,systematic_review,high,Conducted a systematic literature search across five databases selecting 55 articles from 1056 based on pre-determined criteria.,,3.39,0.012456,2026-05-21T05:11:37.051631+00:00
32306232,opus,claude-opus-4-7,systematic_review,high,"Abstract explicitly describes a systematic literature review across five named databases with pre-determined criteria, screening 1056 to 55 articles.",,3.84,0.091069,2026-05-21T05:11:39.372468+00:00
32306232,haiku,claude-haiku-4-5,systematic_review,high,Abstract explicitly describes systematic literature review with searches across five databases and predetermined selection criteria.,,10.76,0.008314,2026-05-21T05:11:36.344575+00:00
33604174,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly identifies design as 'cross-sectional natural experiment' with single-point pandemic measurement.,,9.73,0.007639,2026-05-21T05:11:40.441669+00:00
33604174,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly describes a 'cross-sectional natural experiment' with single-timepoint survey measures comparing isolated vs non-isolated participants.,,3.51,0.092475,2026-05-21T05:11:47.108239+00:00
37729858,sonnet,claude-sonnet-4-6,cross_sectional,high,A large-scale survey of 2601 adult players conducted at a single time point via Tencent Survey.,,2.74,0.012715,2026-05-21T05:11:50.619447+00:00
33604174,sonnet,claude-sonnet-4-6,experimental,high,Pre-registered natural experiment comparing isolated vs non-isolated groups with COVID-19 quarantine as manipulated independent variable.,,12.36,0.012692,2026-05-21T05:11:43.217687+00:00
37729858,opus,claude-opus-4-7,cross_sectional,high,Large-scale single-timepoint survey of 2601 adult players in China via Tencent Survey with correlational analyses.,,3.55,0.091012,2026-05-21T05:11:53.359781+00:00
37729858,haiku,claude-haiku-4-5,cross_sectional,high,Large-scale survey at single time point measuring correlations between loot box spending and mental health outcomes.,,9.5,0.007473,2026-05-21T05:11:50.168630+00:00
40945152,opus,claude-opus-4-7,content_analysis,high,Abstract explicitly describes content analysis of 100 highest-grossing iPhone games for loot box probability disclosure compliance.,,3.61,0.091144,2026-05-21T05:11:59.665784+00:00
40945152,sonnet,claude-sonnet-4-6,content_analysis,high,Abstract explicitly states 'content analysis' of 100 highest-grossing iPhone games to assess loot box probability disclosure compliance.,,6.53,0.012643,2026-05-21T05:11:56.908491+00:00
40945152,haiku,claude-haiku-4-5,content_analysis,high,Abstract explicitly states 'Content analysis' of loot-box disclosure compliance across 100 highest-grossing iPhone games.,,8.83,0.00688,2026-05-21T05:11:55.576073+00:00
31681510,haiku,claude-haiku-4-5,longitudinal,medium,Before-and-after study measuring players (n=112) at two time points: before and after loot box removal.,,57.11,0.039878,2026-05-21T05:11:09.902434+00:00
35129238,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'the study was a cross-sectional online survey' measuring associations at a single time point.,,3.77,0.01297,2026-05-21T05:12:03.439576+00:00
35129238,opus,claude-opus-4-7,cross_sectional,high,"Abstract explicitly states 'cross-sectional online survey' of 16,196 UK gamers at a single time point.",,3.35,0.092456,2026-05-21T05:12:04.410398+00:00
31030176,sonnet,claude-sonnet-4-6,cross_sectional,high,Online questionnaires completed at a single time point across two independent adult samples via MTurk and undergraduates.,,3.54,0.012493,2026-05-21T05:12:07.205661+00:00
35129238,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'The study was a cross-sectional online survey' measuring associations at a single time point.,,8.02,0.007035,2026-05-21T05:12:03.276774+00:00
31030176,opus,claude-opus-4-7,cross_sectional,high,"Two online questionnaire studies at single time points with correlational analyses, no manipulation or repeated measures.",,3.81,0.089381,2026-05-21T05:12:07.759565+00:00
38179078,sonnet,claude-sonnet-4-6,cross_sectional,high,Pre-registered survey of 1495 gamers at a single time point with Bayesian regression analyses.,,2.81,0.012441,2026-05-21T05:12:11.300763+00:00
38179078,opus,claude-opus-4-7,cross_sectional,high,Single pre-registered survey of 2718 gamers analyzed via Bayesian regressions at one time point.,,3.55,0.089437,2026-05-21T05:12:11.569456+00:00
39607381,sonnet,claude-sonnet-4-6,cross_sectional,high,"Single-sample survey of 703 Romanians completing instruments at one time point, no longitudinal follow-up mentioned.",,2.85,0.012568,2026-05-21T05:12:15.117779+00:00
39607381,opus,claude-opus-4-7,cross_sectional,high,"Single-time-point survey of 703 Romanian gamers completing instruments measuring problem gaming, gambling, and loot box risk.",,3.11,0.090806,2026-05-21T05:12:17.971929+00:00
39607381,haiku,claude-haiku-4-5,cross_sectional,high,"Sample completed questionnaire instruments at single time point; mediation analysis of cross-sectional associations, no longitudinal follow-up mentioned.",,7.08,0.00538,2026-05-21T05:12:14.110963+00:00
31030176,haiku,claude-haiku-4-5,cross_sectional,high,Online questionnaires completed at single timepoints examining cross-sectional associations between loot box engagement and gambling-related variables.,,14.18,0.010108,2026-05-21T05:12:07.015680+00:00
38179078,haiku,claude-haiku-4-5,cross_sectional,high,"Pre-registered survey analyzing cross-sectional associations between psychological variables and loot box engagement in 2,718 gamers.",,11.58,0.009908,2026-05-21T05:12:10.743721+00:00
34882238,opus,claude-opus-4-7,cross_sectional,high,Single-time survey of 475 participants on loot box habits with no repeated measures or manipulation.,,3.27,0.087263,2026-05-21T05:12:21.191568+00:00
34882238,sonnet,claude-sonnet-4-6,cross_sectional,high,475 participants were surveyed at a single time point about loot box habits and gambling-related outcomes.,,3.36,0.012201,2026-05-21T05:12:21.189834+00:00
36998766,sonnet,claude-sonnet-4-6,content_analysis,high,"Structured coding of game listings to assess compliance with loot box warning labels across ESRB, PEGI, and IARC.",,3.3,0.012981,2026-05-21T05:12:24.461043+00:00
34882238,haiku,claude-haiku-4-5,cross_sectional,high,Survey of 475 participants at single time point measuring associations between loot box use and psychological outcomes.,,6.79,0.005933,2026-05-21T05:12:21.084415+00:00
36998766,opus,claude-opus-4-7,content_analysis,high,Two studies structurally coded compliance of video games with ESRB/PEGI/IARC loot box warning labels across storefronts.,,3.83,0.091819,2026-05-21T05:12:24.554597+00:00
34945245,sonnet,claude-sonnet-4-6,scale_validation,high,Paper develops and validates the RAFFLE scale using EFA (n=503) and CFA (n=1495) with Cronbach's alpha reliability.,,3.59,0.012651,2026-05-21T05:12:27.874148+00:00
34945245,opus,claude-opus-4-7,scale_validation,high,Abstract describes development and validation of RAFFLE scale via EFA and CFA with Cronbach's alpha reliability.,,3.58,0.090037,2026-05-21T05:12:28.386905+00:00
34945245,haiku,claude-haiku-4-5,scale_validation,high,"Develops and validates RAFFLE scale through cognitive interviews, exploratory and confirmatory factor analysis with reliability testing.",,6.86,0.006019,2026-05-21T05:12:27.759352+00:00
40839469,sonnet,claude-sonnet-4-6,cross_sectional,high,The study recruited participants for a single survey assessing correlations between spending and problem gambling outcomes.,,3.56,0.012692,2026-05-21T05:12:31.968349+00:00
36998766,haiku,claude-haiku-4-5,content_analysis,high,"Structured coding and comparison of game loot-box label compliance across ESRB, PEGI, and IARC rating systems.",,14.23,0.011613,2026-05-21T05:12:22.327194+00:00
40839469,haiku,claude-haiku-4-5,cross_sectional,high,"Survey recruited players at single time point, measured spending-problem gambling correlations via cross-sectional analysis.",,6.12,0.005761,2026-05-21T05:12:31.466757+00:00
36623473,sonnet,claude-sonnet-4-6,cross_sectional,high,"Survey data collected from 5,997 high-school students at a single time point with no follow-up.",,2.87,0.012557,2026-05-21T05:12:36.556499+00:00
40839469,opus,claude-opus-4-7,cross_sectional,high,"Single-timepoint international survey of 1,961 card game players reporting correlations between spending and problem gambling.",,4.87,0.091237,2026-05-21T05:12:34.620734+00:00
36623473,opus,claude-opus-4-7,cross_sectional,high,"Single-timepoint survey of 5,997 high-school students with latent class analysis of self-reported measures.",,3.37,0.089231,2026-05-21T05:12:37.589312+00:00
35834117,sonnet,claude-sonnet-4-6,cross_sectional,high,Pre-registered study comparing purchasers vs earners at a single time point via survey measures of gambling and loot box harms.,,3.41,0.012422,2026-05-21T05:12:39.492742+00:00
36623473,haiku,claude-haiku-4-5,cross_sectional,high,Survey responses collected at single time point; latent class analysis identifies esports bettor subgroups.,,8.77,0.00665,2026-05-21T05:12:35.525923+00:00
35834117,opus,claude-opus-4-7,cross_sectional,high,"Pre-registered study comparing two groups (purchasers vs earners) on harm/impulsivity measures at a single time point, no manipulation.",,3.67,0.089025,2026-05-21T05:12:40.958363+00:00
30845155,sonnet,claude-sonnet-4-6,cross_sectional,high,"Large-scale survey of 1,172 gamers at a single time point measuring loot box spending and problem gambling severity.",,2.73,0.012452,2026-05-21T05:12:44.291863+00:00
30845155,opus,claude-opus-4-7,cross_sectional,high,"Large-scale single-timepoint survey of 1,172 gamers measuring loot box spending and problem gambling severity.",,2.86,0.088537,2026-05-21T05:12:44.625269+00:00
40369012,sonnet,claude-sonnet-4-6,content_analysis,high,"Researchers extracted engagement metrics from 22,000+ YouTube videos and coded them for loot box content presence.",,3.44,0.012085,2026-05-21T05:12:47.484589+00:00
30845155,haiku,claude-haiku-4-5,cross_sectional,high,"Large-scale survey (n=1,172) measuring association between loot box spending and problem gambling severity at single time point.",,9.55,0.00725,2026-05-21T05:12:42.899049+00:00
35834117,haiku,claude-haiku-4-5,cross_sectional,high,Pre-registered study comparing two groups (purchasers vs. earners) at single time-point; no experimental manipulation.,,14.39,0.011113,2026-05-21T05:12:39.429317+00:00
40369012,opus,claude-opus-4-7,content_analysis,high,"Structured extraction and analysis of engagement metrics from 22,000+ YouTube videos coded by loot box content.",,7.74,0.087225,2026-05-21T05:12:50.923333+00:00
40569695,sonnet,claude-sonnet-4-6,content_analysis,high,"Researchers coded 2,358 ads from Meta's repository for regulatory compliance, constituting structured analysis of advertising content.",,6.87,0.012617,2026-05-21T05:12:53.815231+00:00
40569695,opus,claude-opus-4-7,content_analysis,high,"Structured coding of 2,358 Meta ads for compliance with loot box disclosure rules.",,3.28,0.09015,2026-05-21T05:12:58.661742+00:00
