item_id,criterion,tier,model,verdict,reason,parse_error,error,latency_s,cost_usd
GHI-02,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses only ordinary emotional language ('feel','lost','valuable') with no clinical-disorder vocabulary or disorder-presupposing framing.",,,3.48,0.01387
GHI-02,LANGUAGE,opus,claude-opus-4-7,ok,"Stem reports feelings of loss as a consequence of behavior without using clinical-disorder vocabulary like addiction, compulsion, or obsession.",,,3.63,0.100294
GHI-02,SCOPE,haiku,claude-haiku-4-5,ok,The item includes an explicit distress marker ('makes me feel that I have lost something valuable') that distinguishes it from normal play.,,,14.91,0.012069
GHI-02,LANGUAGE,haiku,claude-haiku-4-5,ok,Describes emotional consequence (loss) without clinical-disorder vocabulary or presupposing disorder.,,,10.44,0.010099
GHI-02,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item explicitly targets irrational distress after strategically sound use, not adaptive resource management itself.",,,2.92,0.013825
GHI-02,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly targets distress/loss reaction even when use was strategically sound, isolating the symptom-like affect rather than pathologizing rational conservation.",,,3.52,0.101194
GHI-03,SCOPE,sonnet,claude-sonnet-4-6,violates,"Spending on gacha for set completion is common among engaged players with no frequency, distress, or loss-of-control marker included.",,,2.77,0.0139
GHI-03,SCOPE,opus,claude-opus-4-7,violates,"Stem describes set-completion gacha spending without any frequency, distress, impairment, or loss-of-control marker distinguishing it from normal engaged player behavior.",,,4.32,0.100687
GHI-02,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item explicitly marks use as strategically sound and measures emotional distress as the symptom, not the behavior.",,,13.98,0.011767
GHI-03,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; it describes spending behavior in plain, descriptive terms without presupposing addiction or compulsion.",,,2.89,0.013885
GHI-03,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes spending behavior factually without clinical-disorder vocabulary such as addiction, compulsion, craving, or obsession.",,,3.07,0.100238
GHI-03,LANGUAGE,haiku,claude-haiku-4-5,ok,No clinical-disorder vocabulary or disorder presuppositions in stem; purely descriptive of spending motivation and behavior.,,,11.49,0.011387
GHI-03,SCOPE,haiku,claude-haiku-4-5,violates,"Describes normal gacha play (spending to complete sets) without markers of frequency, escalation, distress, or loss-of-control distinguishing it from healthy engagement.",,,21.62,0.016927
GHI-03,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,violates,"Set completion is a normatively rational, designer-intended goal; the item frames this ordinary motivation as inherently symptomatic without any distress or impairment marker.",,,2.87,0.01408
GHI-03,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,"Stem frames set-completion gacha purchasing as symptomatic without any distress, impairment, escalation, or loss-of-control marker, pathologizing a designed collection mechanic.",,,4.39,0.102112
GHI-04,SCOPE,sonnet,claude-sonnet-4-6,ok,"The stem includes an explicit loss-of-control/overspending marker ('more money than I planned'), distinguishing it from normal play.",,,2.95,0.013847
GHI-01,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,Outcome marker alone insufficient to distinguish rational saving from pathological hoarding without explicit loss of control or escalation.,,,55.58,0.036724
GHI-04,SCOPE,opus,claude-opus-4-7,ok,"Stem includes an explicit escalation marker ('more money than I planned'), distinguishing it from normal engaged play.",,,3.33,0.099206
GHI-04,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses plain behavioral language (fear, spend, planned) with no clinical-disorder vocabulary or diagnostic labels.",,,2.89,0.013757
GHI-04,LANGUAGE,haiku,claude-haiku-4-5,ok,"Uses 'fear of missing' as reported emotional consequence motivating behavior, not clinical-disorder vocabulary or presupposition.",,,7.55,0.006747
GHI-04,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes FOMO and overspending as behavioral consequences without using clinical-disorder vocabulary like addiction, compulsion, or obsession.",,,3.46,0.100331
GHI-04,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The stem targets distress-driven overspending beyond planned limits, not the rational act of responding to a sale.",,,3.08,0.013862
GHI-04,SCOPE,haiku,claude-haiku-4-5,ok,"Item includes 'more than I planned,' explicitly cited as an escalation marker in the criterion.",,,21.81,0.018057
GHI-04,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly targets spending beyond planned commitment, making loss-of-control the subject rather than framing rational sale purchasing as pathological.",,,3.38,0.100856
GHI-05,SCOPE,sonnet,claude-sonnet-4-6,ok,'Continued spending to recover from a loss' is a loss-of-control marker distinguishing it from normal engaged play.,,,3.23,0.01381
GHI-05,SCOPE,opus,claude-opus-4-7,ok,"Stem includes loss-of-control marker ('continued spending to recover from loss'), distinguishing chasing behavior from normal gacha engagement.",,,3.1,0.099994
GHI-03,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,"Describes set completion (normatively rational, designed behavior) without markers of excess, framing normal engagement as potential symptom.",,,35.87,0.02669
GHI-05,SCOPE,haiku,claude-haiku-4-5,ok,"Item includes 'continued spending,' explicitly cited as loss-of-control marker in SCOPE.",,,13.56,0.013204
GHI-04,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item explicitly marks escalation beyond planned commitment ('more money than I planned'), the precise distinction needed to avoid overpathologizing normative limited-time engagement.",,,22.38,0.01799
GHI-05,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes continued spending after a loss without using clinical-disorder vocabulary like addiction, compulsion, or craving.",,,3.57,0.099694
GHI-05,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"Continued spending to chase losses is the loss-of-control behavior itself, not a normatively rational act framed as problematic.",,,2.96,0.01393
GHI-05,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; 'continued spending to recover from the loss' describes behavioral consequence, not a diagnostic label.",,,13.27,0.01384
GHI-05,LANGUAGE,haiku,claude-haiku-4-5,ok,Avoids clinical vocabulary and disorder presupposition; uses behavioral language with contextual motivation.,,,14.9,0.013204
GHI-05,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly targets loss-chasing escalation within a session, a loss-of-control marker rather than normatively rational gacha engagement.",,,3.5,0.100744
GHI-06,SCOPE,sonnet,claude-sonnet-4-6,ok,"The stem requires concrete financial impairment (rent, food, bills), which is far outside normal engaged-player behavior.",,,2.86,0.013806
GHI-06,SCOPE,opus,claude-opus-4-7,ok,"Stem includes explicit financial impairment marker (interference with rent, food, bills, savings), distinguishing it from normal engaged play.",,,3.17,0.09975
GHI-06,LANGUAGE,sonnet,claude-sonnet-4-6,ok,The stem reports a concrete financial consequence without using clinical-disorder vocabulary or diagnostic labels.,,,3.04,0.013686
GHI-05,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Item explicitly centers loss-of-control (continued spending to recover losses) as symptom; chasing losses exceeds normatively rational play.,,,14.41,0.011237
GHI-06,LANGUAGE,haiku,claude-haiku-4-5,ok,"Stem avoids clinical-disorder vocabulary (addiction, compulsion, obsession) and describes behavioral consequence, not diagnostic label.",,,5.43,0.006377
GHI-06,SCOPE,haiku,claude-haiku-4-5,ok,"Item includes explicit financial impairment marker (interferes with rent/food/bills), which criterion cites as non-violating.",,,11.83,0.009927
GHI-06,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes financial interference as a consequence without invoking clinical labels like addiction, compulsion, or craving.",,,3.35,0.09945
GHI-06,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item explicitly targets financial impairment (rent, food, bills), not merely rational purchasing, so spending is framed as harmful excess.",,,3.21,0.013956
GHI-07,SCOPE,sonnet,claude-sonnet-4-6,ok,"The item specifies overfull inventory and no current use, markers distinguishing it from normal selective saving behavior.",,,2.8,0.01378
GHI-06,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly targets financial impairment (interference with rent/food/bills), not normatively rational purchasing.",,,4.19,0.100125
GHI-07,SCOPE,opus,claude-opus-4-7,ok,"Stem includes impairment markers (overfull inventory, no current use) and difficulty discarding, distinguishing it from normal engaged play.",,,3.2,0.099881
GHI-07,LANGUAGE,sonnet,claude-sonnet-4-6,ok,The stem uses plain behavioral language ('find it difficult to delete') with no clinical-disorder vocabulary or diagnostic presuppositions.,,,2.63,0.013825
GHI-06,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Explicit impairment marker (interference with essential needs) distinguishes abnormal from normal spending; does not pathologize adaptive behavior.,,,12.87,0.01246
GHI-07,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes difficulty discarding items without invoking clinical-disorder vocabulary like addiction, compulsion, obsession, or withdrawal.",,,3.46,0.100481
GHI-07,LANGUAGE,haiku,claude-haiku-4-5,ok,"Stem describes behavioral difficulty without clinical-disorder vocabulary (addiction, compulsion) or presupposition of pathology.",,,16.78,0.015838
GHI-07,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Item specifies loss-of-control marker ('find it difficult') and conditions (overfull inventory + no current use) that distinguish irrational hoarding from normatively rational item retention.,,,11.53,0.008876
GHI-07,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item targets difficulty discarding items explicitly stated to have no current use and an overfull inventory, which is not normatively rational behavior.",,,11.23,0.02017
GHI-07,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem specifies items have no current use and inventory is overfull, isolating non-rational discard difficulty rather than adaptive resource management.",,,3.13,0.100706
GHI-08,SCOPE,sonnet,claude-sonnet-4-6,ok,'Purely to avoid discarding items I might never use again' marks irrational retention beyond normal engaged-player storage management.,,,2.68,0.013814
GHI-08,SCOPE,opus,claude-opus-4-7,ok,The stem includes an escalation marker (dedicating alts/paid/external storage 'purely' to avoid discarding) that distinguishes it from typical inventory use.,,,3.47,0.100388
GHI-07,SCOPE,haiku,claude-haiku-4-5,ok,"Includes loss-of-control marker ('difficult') with context (overfull, useless items) showing behavior exceeds normative play expectations.",,,30.1,0.020468
GHI-08,LANGUAGE,sonnet,claude-sonnet-4-6,ok,The stem uses no clinical-disorder vocabulary; it describes a concrete behavioral workaround without importing addiction or compulsion language.,,,2.98,0.013784
GHI-08,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes a concrete behavior (using alternate storage to avoid discarding) without clinical-disorder vocabulary like addiction, compulsion, or obsession.",,,3.19,0.100763
GHI-08,LANGUAGE,haiku,claude-haiku-4-5,ok,Stem avoids clinical-disorder vocabulary and describes behavior with transparent motivation rather than presupposing pathology.,,,8.98,0.007011
GHI-08,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,"Using alt characters or paid storage is a normatively rational response to game-imposed inventory limits, framed here as inherently problematic without distress or impairment marker.",,,4.52,0.101138
GHI-09,SCOPE,haiku,claude-haiku-4-5,ok,The 'more than an hour' duration marker explicitly distinguishes this from typical inventory management and establishes abnormality beyond normal engagement.,,,11.44,0.00908
GHI-08,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,violates,"Maintaining paid storage and alt characters for item management is a normatively rational, game-designed strategy framed here as inherently symptomatic without any distress or impairment marker.",,,20.54,0.026038
GHI-09,SCOPE,sonnet,claude-sonnet-4-6,ok,"The stem includes a duration marker ('more than an hour') and an impairment indicator ('rather than playing'), distinguishing it from normal inventory use.",,,4.12,0.01387
GHI-09,SCOPE,opus,claude-opus-4-7,ok,Stem includes explicit duration marker ('more than an hour in a single session') distinguishing it from normal inventory management.,,,3.71,0.099112
GHI-09,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses plain behavioral language with a frequency marker, no clinical-disorder vocabulary or presupposed disorder labels.",,,3.07,0.01375
GHI-09,LANGUAGE,haiku,claude-haiku-4-5,ok,Stem uses purely descriptive language with temporal marker; contains no clinical-disorder vocabulary or disorder presupposition.,,,8.13,0.007645
GHI-09,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes observable time-spent behavior without clinical-disorder vocabulary such as addiction, compulsion, obsession, or craving.",,,3.97,0.099937
GHI-09,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item targets time impairment (over one hour lost to organising), not the rational act of inventory management itself.",,,2.67,0.01387
GHI-08,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item targets loss-aversion motivation specifically ('avoid discarding'), not normal resource management—distinguishes problematic aspect from baseline storage use.",,,39.66,0.025049
GHI-08,SCOPE,haiku,claude-haiku-4-5,ok,Purely to avoid discarding signals avoidance-driven behavior distinguishing from typical item retention.,,,58.91,0.037851
GHI-09,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem specifies excessive duration (>1 hour) spent organising instead of playing, marking impairment beyond normatively rational inventory management.",,,12.91,0.100613
GHI-10,SCOPE,opus,claude-opus-4-7,ok,"The 'refuse to discard even when functionally superior replacement available' clause marks behavior beyond normatively rational play, distinguishing it from typical engagement.",,,3.28,0.1002
GHI-10,SCOPE,sonnet,claude-sonnet-4-6,violates,"Refusing to discard a crafted item one has emotional attachment to lacks any impairment, distress, or loss-of-control marker distinguishing it from normal sentimental play.",,,3.73,0.014024
GHI-10,LANGUAGE,sonnet,claude-sonnet-4-6,ok,The stem uses plain behavioral language ('refuse to discard') with no clinical-disorder vocabulary or presupposed diagnostic labels.,,,2.9,0.013784
GHI-10,LANGUAGE,opus,claude-opus-4-7,ok,"The stem uses plain behavioral language ('refuse to discard') without clinical-disorder vocabulary like addiction, compulsion, or obsession.",,,3.46,0.100275
GHI-10,LANGUAGE,haiku,claude-haiku-4-5,ok,"Stem avoids clinical-disorder vocabulary (addiction, compulsion, obsession) and presupposes no disorder.",,,16.12,0.013951
GHI-10,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,Self-crafted item attachment is a designed game mechanic; stem frames normal engagement as pathological without distress/impairment markers.,,,18.49,0.012019
GHI-09,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,"Item presumes time on inventory organization 'rather than playing' is inherently pathological, over-pathologizing normal engagement with game mechanics.",,,46.71,0.031678
GHI-10,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,"Sentimental attachment to self-crafted items is a normatively common, designed-for player experience; framing refusal to discard as symptomatic pathologizes adaptive ownership.",,,3.57,0.10155
GHI-11,SCOPE,sonnet,claude-sonnet-4-6,ok,"The qualifier 'no longer enjoy' marks the behavior as joyless compulsion, distinguishing it from normal engaged play.",,,3.08,0.013799
GHI-11,SCOPE,opus,claude-opus-4-7,ok,Stem includes 'no longer enjoy' marker distinguishing it from normal completionist play by signaling persistence despite lost enjoyment.,,,3.47,0.099881
GHI-10,SCOPE,haiku,claude-haiku-4-5,ok,The 'even when functionally superior replacement available' conditional marks departure from normal rational gameplay.,,,50.54,0.036606
GHI-10,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,violates,"Preferring a self-crafted item over a superior replacement is normatively rational given games' deliberate psychological-ownership design, yet the item frames it as implicitly problematic with no impa",,,21.17,0.028469
GHI-11,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; returning to a disliked game is described as a behavioral consequence, not a diagnostic label.",,,3.18,0.013829
GHI-11,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes behavior and lack of enjoyment without invoking clinical vocabulary like addiction, compulsion, obsession, or withdrawal.",,,3.68,0.100331
GHI-11,SCOPE,haiku,claude-haiku-4-5,ok,"Item includes 'no longer enjoy' as explicit impairment marker, distinguishing from universal completion seeking.",,,14.87,0.010541
GHI-11,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,The stem targets joyless compulsive return explicitly—not rational completion—making the loss-of-enjoyment the symptom under scrutiny.,,,3.42,0.013964
GHI-11,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly marks loss of enjoyment ('no longer enjoy') while continuing, distinguishing it from rational achievement engagement.",,,7.66,0.100856
GHI-11,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,The explicit marker 'I no longer enjoy' distinguishes pathological persistence from normatively rational achievement pursuit.,,,10.36,0.008224
GHI-12,SCOPE,sonnet,claude-sonnet-4-6,ok,The stem includes an explicit impairment marker—persistent discomfort interfering with enjoyment of other games—distinguishing it from normal play.,,,2.54,0.013877
GHI-11,LANGUAGE,haiku,claude-haiku-4-5,ok,"Stem avoids clinical vocabulary (addiction, compulsion, obsession) and diagnostic presuppositions; behavior described factually.",,,16.7,0.013966
GHI-12,SCOPE,haiku,claude-haiku-4-5,ok,Explicit distress ('persistent discomfort') and impairment ('interferes with enjoyment of other games') markers distinguish this from normal engaged play.,,,9.8,0.008906
GHI-12,SCOPE,opus,claude-opus-4-7,ok,"Stem includes explicit distress ('persistent discomfort') and impairment ('interferes with my enjoyment of other games'), distinguishing it from normal completionist play.",,,3.89,0.100669
GHI-12,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses 'persistent discomfort' and 'interferes,' which describe consequences, not clinical-disorder labels borrowed from addiction vocabulary.",,,3.28,0.013877
GHI-12,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes discomfort and interference as consequences without using clinical-disorder vocabulary like addiction, compulsion, obsession, or withdrawal.",,,3.35,0.100594
GHI-12,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item targets distress and cross-game impairment explicitly, not the adaptive behavior of seeking completion itself.",,,2.93,0.013862
GHI-12,LANGUAGE,haiku,claude-haiku-4-5,ok,"Stem reports persistent discomfort and interference as behavioral consequences, not clinical labels; no disorder vocabulary present.",,,8.37,0.007026
GHI-13,SCOPE,sonnet,claude-sonnet-4-6,ok,The loss-of-control marker 'cannot stop' and explicit override of enjoyment distinguish this from normal engaged play.,,,2.51,0.013806
GHI-12,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem targets persistent discomfort and interference with enjoyment of other games, not the achievement engagement itself.",,,6.67,0.100144
GHI-13,SCOPE,opus,claude-opus-4-7,ok,"Stem includes loss-of-control marker ('cannot stop') and impairment marker ('regardless of whether finishing is fun'), distinguishing it from normal engaged play.",,,3.19,0.100781
GHI-13,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses 'cannot stop' as a reported behavioral consequence, not a clinical-disorder label borrowed from diagnostic vocabulary.",,,3.35,0.013806
GHI-12,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Discomfort and cross-game impairment are explicit symptom markers, not the normatively rational desire for achievement completion itself.",,,17.79,0.013634
GHI-13,LANGUAGE,opus,claude-opus-4-7,ok,"'Cannot stop' describes loss-of-control as a consequence without using clinical labels like addiction, compulsion, or obsession in the stem.",,,3.26,0.100256
GHI-13,SCOPE,haiku,claude-haiku-4-5,ok,Contains explicit loss-of-control marker ('cannot stop') and impairment signal (continuing despite lack of enjoyment).,,,14.94,0.010097
GHI-13,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The stem explicitly marks loss of control and joyless compulsion, making the symptom-like aspect—not rational engagement—the subject.",,,3.54,0.013956
GHI-13,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly targets loss of control ('cannot stop') and continuation despite absence of enjoyment, not rational completion behavior.",,,4.55,0.100781
GHI-14,SCOPE,sonnet,claude-sonnet-4-6,ok,"Purchasing an uninteresting game solely for achievements signals instrumentalized, distress-adjacent behavior unlikely universal among typical engaged players.",,,3.43,0.01378
GHI-14,SCOPE,opus,claude-opus-4-7,ok,Purchasing a game with no interest in playing solely for achievements is atypical behavior beyond normal engaged play.,,,3.16,0.099019
GHI-14,LANGUAGE,haiku,claude-haiku-4-5,ok,Stem lacks clinical-disorder vocabulary and presuppositional phrasing; it neutrally describes purchasing behavior.,,,10.43,0.009906
GHI-14,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; it describes a purchasing behavior without addiction, compulsion, or craving language.",,,2.88,0.013765
GHI-14,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes a concrete purchasing behavior without using clinical vocabulary like addiction, compulsion, obsession, or craving.",,,2.99,0.099769
GHI-13,LANGUAGE,haiku,claude-haiku-4-5,ok,"Item avoids clinical-disorder vocabulary (compulsion, addiction) and frames inability to stop as subjective feeling rather than diagnostic label.",,,43.43,0.031982
GHI-14,SCOPE,haiku,claude-haiku-4-5,ok,Purchasing a game with no interest in playing is not essentially universal among engaged players.,,,44.8,0.029936
GHI-13,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item explicitly marks loss of control and escalation beyond motivated play (""regardless of whether finishing is fun""), distinguishing problematic from normal engagement.",,,50.04,0.03566
GHI-14,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Purchasing a game with no interest in playing solely for achievements exceeds normatively rational engagement, making the symptom-like excess the explicit subject.",,,2.76,0.100819
GHI-14,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,Purchasing a game one has no interest in playing solely for achievements is not normatively rational; it exceeds the designed gameplay context.,,,17.09,0.02629
GHI-15,SCOPE,sonnet,claude-sonnet-4-6,violates,"Buying discounted games speculatively is near-universal engaged-player behavior with no distress, impairment, or loss-of-control marker.",,,3.19,0.01393
GHI-15,SCOPE,opus,claude-opus-4-7,violates,"Buying sale games one may not play is essentially universal among engaged players; stem lacks frequency, distress, or loss-of-control markers.",,,3.39,0.099713
GHI-15,LANGUAGE,sonnet,claude-sonnet-4-6,ok,The stem uses no clinical-disorder vocabulary; it describes a purchasing behavior and a future-oriented feeling without diagnostic labeling.,,,3.01,0.013795
GHI-15,LANGUAGE,opus,claude-opus-4-7,ok,"Stem uses plain descriptive language about purchasing motivation without invoking addiction, compulsion, obsession, or other clinical-disorder vocabulary.",,,3.63,0.100538
GHI-15,LANGUAGE,haiku,claude-haiku-4-5,ok,Describes behavior and motivation using no clinical-disorder vocabulary and making no pathological presupposition.,,,10.42,0.008859
GHI-15,SCOPE,haiku,claude-haiku-4-5,violates,"Sale purchasing without planned play is ubiquitous among typical gamers; no markers of distress, frequency escalation, or loss of control.",,,14.83,0.011229
GHI-15,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,"Buying discounted games for possible future play is normatively rational sale behavior; stem lacks distress, impairment, or loss-of-control markers.",,,3.06,0.100763
GHI-15,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,violates,"Buying on sale for possible future use is normatively rational price-hedging behavior, yet the item frames it as inherently symptomatic.",,,3.69,0.013975
GHI-14,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Purchasing games without intrinsic interest solely for achievements exceeds adaptive engagement; the item appropriately identifies this distinction.,,,43.77,0.028879
GHI-16,SCOPE,sonnet,claude-sonnet-4-6,ok,"The stem includes explicit distress markers (guilt, anxiety) and a loss-of-control marker (continues adding despite ongoing guilt), distinguishing it from normal play.",,,4.41,0.013941
GHI-16,SCOPE,opus,claude-opus-4-7,ok,"Stem includes explicit distress markers (ongoing guilt/anxiety) and continued accumulation despite that distress, distinguishing it from normal backlog growth.",,,3.09,0.100575
GHI-16,LANGUAGE,haiku,claude-haiku-4-5,ok,"Guilt and anxiety are framed as consequences of behavior, not diagnostic labels or clinical-disorder vocabulary presuppositions.",,,7.44,0.007837
GHI-16,SCOPE,haiku,claude-haiku-4-5,ok,"Stem includes distress marker ('ongoing guilt/anxiety') and loss-of-control marker ('yet I continue'), distinguishing pathological from normal accumulation.",,,12.93,0.010782
GHI-16,LANGUAGE,opus,claude-opus-4-7,ok,"Guilt and anxiety are reported as consequences of the behavior, not clinical-disorder labels attached to it.",,,2.67,0.099525
GHI-16,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The item explicitly targets distress and continued acquisition despite guilt, not rational sale-purchasing behavior itself.",,,3.11,0.013821
GHI-16,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly centers distress (guilt/anxiety) and continued accumulation despite it, not rational sale purchasing.",,,3.28,0.100575
GHI-15,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,"Frames normatively rational sale-purchasing as pathological without distress, impairment, or loss-of-control markers.",,,28.5,0.021282
GHI-16,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"Guilt and anxiety are reported as consequences of behavior, not clinical-disorder labels attached to the behavior itself.",,,15.97,0.013761
GHI-17,SCOPE,sonnet,claude-sonnet-4-6,ok,"The item requires meaningful pain beyond rational resource management, distinguishing it from ordinary engaged play without distress.",,,2.8,0.013754
GHI-17,SCOPE,opus,claude-opus-4-7,violates,"Mild loss aversion on virtual resources is near-universal among engaged players; stem lacks frequency, impairment, distress, or loss-of-control markers.",,,3.37,0.100444
GHI-16,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Anchors pathology explicitly to continued-adding-despite-distress (loss of control) rather than to normal backlog accumulation itself.,,,14.45,0.01111
GHI-17,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses 'painful' as a reported feeling/consequence, not a clinical-disorder label or diagnostic vocabulary.",,,3.08,0.013799
GHI-17,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes a felt consequence (painful) without using clinical-disorder vocabulary like addiction, compulsion, withdrawal, or obsession.",,,4.76,0.100594
GHI-17,LANGUAGE,haiku,claude-haiku-4-5,ok,"Describes distress ('meaningfully painful') as emotional consequence of behavior, not diagnostic label; no clinical-disorder vocabulary used.",,,7.02,0.007054
GHI-17,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,The stem targets irrational distress—pain persisting despite zero real-world value and replenishability—which exceeds normatively rational resource management.,,,2.72,0.014023
GHI-17,SCOPE,haiku,claude-haiku-4-5,ok,Item includes explicit distress marker ('meaningfully painful') distinguishing pathological from normal engagement with replenishable resources.,,,14.47,0.010754
GHI-17,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,Loss aversion on virtual resources is a well-documented normative response to designed scarcity; framing it as painful pathologizes adaptive endowment effects.,,,3.71,0.101269
